Date Time,T (degC),rh (%)
12.10.2015 14:10:00,6.92,58.67
12.10.2015 14:20:00,6.83,58.92
12.10.2015 14:30:00,6.99,58.26
12.10.2015 14:40:00,7.28,57.79
12.10.2015 14:50:00,7.32,57.58
12.10.2015 15:00:00,7.3,58
12.10.2015 15:10:00,7.26,57.22
12.10.2015 15:20:00,7.44,56.54
12.10.2015 15:30:00,7.25,58.02
12.10.2015 15:40:00,6.78,59.9
12.10.2015 15:50:00,6.5,61.15
12.10.2015 16:00:00,6.37,61.56
12.10.2015 16:10:00,6.24,62.4
12.10.2015 16:20:00,6.07,62.93
12.10.2015 16:30:00,5.93,63.8
12.10.2015 16:40:00,5.9,64.32
12.10.2015 16:50:00,5.75,65.31
12.10.2015 17:00:00,5.6,65.91
12.10.2015 17:10:00,5.49,66.31
12.10.2015 17:20:00,5.36,66.74
12.10.2015 17:30:00,5.24,66.86
12.10.2015 17:40:00,5.25,66.4
12.10.2015 17:50:00,5.29,66.03
12.10.2015 18:00:00,5.27,66.07
12.10.2015 18:10:00,5.19,66.62
12.10.2015 18:20:00,5.15,67.09
12.10.2015 18:30:00,5.01,68.3
12.10.2015 18:40:00,4.7,71.5
12.10.2015 18:50:00,4.58,73.5
12.10.2015 19:00:00,4.5,72.3
12.10.2015 19:10:00,4.17,74
12.10.2015 19:20:00,3.79,76
12.10.2015 19:30:00,3.88,75.1
12.10.2015 19:40:00,3.63,77
12.10.2015 19:50:00,3.5,77.2
12.10.2015 20:00:00,3.66,76.2
12.10.2015 20:10:00,3.79,75.3
12.10.2015 20:20:00,3.4,77.9
12.10.2015 20:30:00,3.41,77.8
12.10.2015 20:40:00,3.34,77.8
12.10.2015 20:50:00,3.61,76.4
12.10.2015 21:00:00,3.57,77.7
12.10.2015 21:10:00,3.52,77.7
12.10.2015 21:20:00,3.41,77.9
12.10.2015 21:30:00,3.34,78.2
12.10.2015 21:40:00,3.51,77.5
12.10.2015 21:50:00,3.32,77.8
12.10.2015 22:00:00,3.2,78.9
12.10.2015 22:10:00,3,79.8
12.10.2015 22:20:00,2.8,80.6
12.10.2015 22:30:00,2.76,80.9
12.10.2015 22:40:00,2.82,80.7
12.10.2015 22:50:00,2.78,80.5
12.10.2015 23:00:00,2.5,82
12.10.2015 23:10:00,2.39,83
12.10.2015 23:20:00,2.4,83
12.10.2015 23:30:00,2.51,82.5
12.10.2015 23:40:00,2.52,82.5
12.10.2015 23:50:00,2.44,82.8
13.10.2015 00:00:00,2.46,82.8
13.10.2015 00:10:00,2.39,83.1
13.10.2015 00:20:00,2.33,83.2
13.10.2015 00:30:00,2.33,83.2
13.10.2015 00:40:00,2.38,82.9
13.10.2015 00:50:00,2.3,83.3
13.10.2015 01:00:00,2.17,83.8
13.10.2015 01:10:00,2.1,83.7
13.10.2015 01:20:00,2.02,83.9
13.10.2015 01:30:00,1.87,85
13.10.2015 01:40:00,1.72,85.8
13.10.2015 01:50:00,1.63,86.4
13.10.2015 02:00:00,1.54,86.9
13.10.2015 02:10:00,1.48,87.2
13.10.2015 02:20:00,1.39,87.7
13.10.2015 02:30:00,1.37,87.4
13.10.2015 02:40:00,1.33,87.6
13.10.2015 02:50:00,1.19,88
13.10.2015 03:00:00,1.03,88.5
13.10.2015 03:10:00,0.92,88.9
13.10.2015 03:20:00,0.78,89.5
13.10.2015 03:30:00,0.71,90
13.10.2015 03:40:00,0.56,90.3
13.10.2015 03:50:00,0.47,91
13.10.2015 04:00:00,0.39,91.1
13.10.2015 04:10:00,0.27,91.6
13.10.2015 04:20:00,0.21,91.9
13.10.2015 04:30:00,0.2,92.1
13.10.2015 04:40:00,0.28,92.1
13.10.2015 04:50:00,0.34,91.8
13.10.2015 05:00:00,0.4,91.4
13.10.2015 05:10:00,0.46,91.2
13.10.2015 05:20:00,0.45,91.3
13.10.2015 05:30:00,0.48,90.9
13.10.2015 05:40:00,0.42,91.2
13.10.2015 05:50:00,0.45,91.6
13.10.2015 06:00:00,0.41,91.5
13.10.2015 06:10:00,0.38,91.7
13.10.2015 06:20:00,0.45,91.5
13.10.2015 06:30:00,0.51,91.1
13.10.2015 06:40:00,0.53,90.8
13.10.2015 06:50:00,0.54,90.9
13.10.2015 07:00:00,0.57,90.7
13.10.2015 07:10:00,0.6,90.5
13.10.2015 07:20:00,0.6,90.3
13.10.2015 07:30:00,0.61,90.2
13.10.2015 07:40:00,0.63,90.2
13.10.2015 07:50:00,0.67,90
13.10.2015 08:00:00,0.74,90
13.10.2015 08:10:00,0.71,89.9
13.10.2015 08:20:00,0.8,89.5
13.10.2015 08:30:00,0.81,89.5
13.10.2015 08:40:00,0.91,89.4
13.10.2015 08:50:00,1,89.1
13.10.2015 09:00:00,1.16,88.4
13.10.2015 09:10:00,1.14,88.2
13.10.2015 09:20:00,1.17,88.1
13.10.2015 09:30:00,1.19,87.8
13.10.2015 09:40:00,1.35,87.3
13.10.2015 09:50:00,1.51,86.4
13.10.2015 10:00:00,1.59,85.6
13.10.2015 10:10:00,1.67,85.2
13.10.2015 10:20:00,1.82,84.4
13.10.2015 10:30:00,2.05,83.6
13.10.2015 10:40:00,2.22,83
13.10.2015 10:50:00,2.23,82.7
13.10.2015 11:00:00,2.31,82.4
13.10.2015 11:10:00,2.44,82.2
13.10.2015 11:20:00,2.53,81.9
13.10.2015 11:30:00,2.6,81.7
13.10.2015 11:40:00,2.77,81.2
13.10.2015 11:50:00,2.92,80.8
13.10.2015 12:00:00,2.98,80.4
13.10.2015 12:10:00,3.02,80.6
13.10.2015 12:20:00,3.01,80.5
13.10.2015 12:30:00,3.01,80.6
13.10.2015 12:40:00,3.02,80.7
13.10.2015 12:50:00,3.04,81
13.10.2015 13:00:00,3.1,81
13.10.2015 13:10:00,3.02,80.6
13.10.2015 13:20:00,3.06,80.4
13.10.2015 13:30:00,3.13,80.4
13.10.2015 13:40:00,3.24,80.3
13.10.2015 13:50:00,3.25,80.1
13.10.2015 14:00:00,3.23,80.4
13.10.2015 14:10:00,3.27,80.2
13.10.2015 14:20:00,3.26,80.3
13.10.2015 14:30:00,3.29,80.3
13.10.2015 14:40:00,3.31,80.2
13.10.2015 14:50:00,3.22,80.5
13.10.2015 15:00:00,3.29,80.4
13.10.2015 15:10:00,3.3,80.3
13.10.2015 15:20:00,3.31,80.3
13.10.2015 15:30:00,3.4,80.2
13.10.2015 15:40:00,3.38,79.9
13.10.2015 15:50:00,3.41,79.9
13.10.2015 16:00:00,3.4,80
13.10.2015 16:10:00,3.31,80.4
13.10.2015 16:20:00,3.27,80.9
13.10.2015 16:30:00,3.29,80.9
13.10.2015 16:40:00,3.27,81.1
13.10.2015 16:50:00,3.27,81.2
13.10.2015 17:00:00,3.27,81.2
13.10.2015 17:10:00,3.19,81.5
13.10.2015 17:20:00,3.13,81.6
13.10.2015 17:30:00,3.13,81.6
13.10.2015 17:40:00,3.13,81.4
13.10.2015 17:50:00,3.13,81.5
13.10.2015 18:00:00,3.13,81.6
13.10.2015 18:10:00,3.07,81.8
13.10.2015 18:20:00,3.07,82.1
13.10.2015 18:30:00,2.98,82.2
13.10.2015 18:40:00,2.93,82.4
13.10.2015 18:50:00,2.88,82.7
13.10.2015 19:00:00,2.86,82.7
13.10.2015 19:10:00,2.83,82.8
13.10.2015 19:20:00,2.85,82.7
13.10.2015 19:30:00,2.8,82.9
13.10.2015 19:40:00,2.76,83.1
13.10.2015 19:50:00,2.71,83.3
13.10.2015 20:00:00,2.71,83.4
13.10.2015 20:10:00,2.71,83.5
13.10.2015 20:20:00,2.65,83.8
13.10.2015 20:30:00,2.6,84
13.10.2015 20:40:00,2.6,84.1
13.10.2015 20:50:00,2.59,84.2
13.10.2015 21:00:00,2.57,84.4
13.10.2015 21:10:00,2.53,84.6
13.10.2015 21:20:00,2.47,84.8
13.10.2015 21:30:00,2.43,84.9
13.10.2015 21:40:00,2.45,84.9
13.10.2015 21:50:00,2.46,84.9
13.10.2015 22:00:00,2.46,84.9
13.10.2015 22:10:00,2.47,84.9
13.10.2015 22:20:00,2.42,85.1
13.10.2015 22:30:00,2.4,85.2
13.10.2015 22:40:00,2.39,85.2
13.10.2015 22:50:00,2.34,85.3
13.10.2015 23:00:00,2.32,85.6
13.10.2015 23:10:00,2.33,85.7
13.10.2015 23:20:00,2.25,85.7
13.10.2015 23:30:00,2.2,86.1
13.10.2015 23:40:00,2.22,86.1
13.10.2015 23:50:00,2.3,85.9
14.10.2015 00:00:00,2.4,85.5
14.10.2015 00:10:00,2.33,85.4
14.10.2015 00:20:00,2.02,87.1
14.10.2015 00:30:00,1.79,88.8
14.10.2015 00:40:00,1.69,89.6
14.10.2015 00:50:00,1.57,90.2
14.10.2015 01:00:00,1.53,90.7
14.10.2015 01:10:00,1.46,91.1
14.10.2015 01:20:00,1.46,91.5
14.10.2015 01:30:00,1.45,91.8
14.10.2015 01:40:00,1.44,92.1
14.10.2015 01:50:00,1.4,92.3
14.10.2015 02:00:00,1.41,92.7
14.10.2015 02:10:00,1.33,92.7
14.10.2015 02:20:00,1.24,93
14.10.2015 02:30:00,1.1,93.3
14.10.2015 02:40:00,0.82,93.8
14.10.2015 02:50:00,0.66,94.3
14.10.2015 03:00:00,0.4,94.5
14.10.2015 03:10:00,0.18,95
14.10.2015 03:20:00,0.05,95.4
14.10.2015 03:30:00,-0.06,95.8
14.10.2015 03:40:00,-0.14,96.1
14.10.2015 03:50:00,-0.15,96.4
14.10.2015 04:00:00,-0.07,96.6
14.10.2015 04:10:00,0,96.7
14.10.2015 04:20:00,0,96.7
14.10.2015 04:30:00,0.02,96.8
14.10.2015 04:40:00,0.07,96.8
14.10.2015 04:50:00,0.03,96.7
14.10.2015 05:00:00,-0.05,96.6
14.10.2015 05:10:00,-0.12,96.8
14.10.2015 05:20:00,0.03,97
14.10.2015 05:30:00,-0.06,96.9
14.10.2015 05:40:00,-0.12,97
14.10.2015 05:50:00,-0.14,97
14.10.2015 06:00:00,-0.2,97.1
14.10.2015 06:10:00,-0.21,97.2
14.10.2015 06:20:00,-0.24,97.2
14.10.2015 06:30:00,-0.25,97.3
14.10.2015 06:40:00,-0.2,97.3
14.10.2015 06:50:00,-0.2,97.4
14.10.2015 07:00:00,-0.2,97.4
14.10.2015 07:10:00,-0.16,97.4
14.10.2015 07:20:00,-0.14,97.4
14.10.2015 07:30:00,-0.11,97.4
14.10.2015 07:40:00,-0.07,97.4
14.10.2015 07:50:00,-0.02,97.4
14.10.2015 08:00:00,0.03,97.3
14.10.2015 08:10:00,0.06,97.2
14.10.2015 08:20:00,0.34,97.6
14.10.2015 08:30:00,0.42,97.1
14.10.2015 08:40:00,0.36,96.9
14.10.2015 08:50:00,0.36,96.7
14.10.2015 09:00:00,0.18,96.6
14.10.2015 09:10:00,0.11,96.8
14.10.2015 09:20:00,0.39,97.1
14.10.2015 09:30:00,0.39,96.5
14.10.2015 09:40:00,0.33,96.4
14.10.2015 09:50:00,0.44,96.6
14.10.2015 10:00:00,0.41,96.4
14.10.2015 10:10:00,0.42,96.5
14.10.2015 10:20:00,0.51,96.5
14.10.2015 10:30:00,0.48,96.4
14.10.2015 10:40:00,0.48,96.3
14.10.2015 10:50:00,0.55,96.2
14.10.2015 11:00:00,0.59,96.2
14.10.2015 11:10:00,0.7,96
14.10.2015 11:20:00,0.71,95.8
14.10.2015 11:30:00,0.67,95.9
14.10.2015 11:40:00,0.65,95.8
14.10.2015 11:50:00,0.62,95.8
14.10.2015 12:00:00,0.55,95.8
14.10.2015 12:10:00,0.6,96.1
14.10.2015 12:20:00,0.65,96
14.10.2015 12:30:00,0.64,96.1
14.10.2015 12:40:00,0.6,96.2
14.10.2015 12:50:00,0.57,96.3
14.10.2015 13:00:00,0.66,96.5
14.10.2015 13:10:00,0.66,96.4
14.10.2015 13:20:00,0.74,96.6
14.10.2015 13:30:00,0.73,96.4
14.10.2015 13:40:00,0.66,96.6
14.10.2015 13:50:00,0.73,96.7
14.10.2015 14:00:00,0.8,96.7
14.10.2015 14:10:00,0.85,96.7
14.10.2015 14:20:00,0.88,96.7
14.10.2015 14:30:00,0.98,96.8
14.10.2015 14:40:00,1.06,96.7
14.10.2015 14:50:00,1.11,96.7
14.10.2015 15:00:00,1.08,96.4
14.10.2015 15:10:00,1.09,96.4
14.10.2015 15:20:00,1.09,96.4
14.10.2015 15:30:00,1.09,96.3
14.10.2015 15:40:00,1.02,96.2
14.10.2015 15:50:00,1.06,96.2
14.10.2015 16:00:00,1.03,96.1
14.10.2015 16:10:00,1.06,96.2
14.10.2015 16:20:00,1.07,96.2
14.10.2015 16:30:00,1.07,96.2
14.10.2015 16:40:00,1.07,96.2
14.10.2015 16:50:00,1.07,96.3
14.10.2015 17:00:00,1.06,96.3
14.10.2015 17:10:00,1.06,96.4
14.10.2015 17:20:00,1.11,96.5
14.10.2015 17:30:00,1.12,96.4
14.10.2015 17:40:00,1.13,96.4
14.10.2015 17:50:00,1.13,96.4
14.10.2015 18:00:00,1.09,96.4
14.10.2015 18:10:00,1.07,96.4
14.10.2015 18:20:00,1.06,96.5
14.10.2015 18:30:00,1.09,96.6
14.10.2015 18:40:00,1.13,96.6
14.10.2015 18:50:00,1.08,96.5
14.10.2015 19:00:00,1.06,96.6
14.10.2015 19:10:00,1.12,96.7
14.10.2015 19:20:00,1.13,96.6
14.10.2015 19:30:00,1.14,96.6
14.10.2015 19:40:00,1.18,96.6
14.10.2015 19:50:00,1.22,96.4
14.10.2015 20:00:00,1.47,95.8
14.10.2015 20:10:00,1.26,94.4
14.10.2015 20:20:00,1.2,94.6
14.10.2015 20:30:00,1.24,94.6
14.10.2015 20:40:00,1.21,94.2
14.10.2015 20:50:00,1.29,93.2
14.10.2015 21:00:00,1.28,93
14.10.2015 21:10:00,1.3,93.8
14.10.2015 21:20:00,1.31,94.7
14.10.2015 21:30:00,1.25,95.2
14.10.2015 21:40:00,1.17,95.6
14.10.2015 21:50:00,1.13,95.9
14.10.2015 22:00:00,1.13,96
14.10.2015 22:10:00,1.23,96.1
14.10.2015 22:20:00,1.3,95.8
14.10.2015 22:30:00,1.17,95.8
14.10.2015 22:40:00,1.18,96
14.10.2015 22:50:00,1.1,95.8
14.10.2015 23:00:00,1.1,95.4
14.10.2015 23:10:00,1.09,95.2
14.10.2015 23:20:00,1.14,95
14.10.2015 23:30:00,1.14,94.9
14.10.2015 23:40:00,1,94.9
14.10.2015 23:50:00,1.03,95.2
15.10.2015 00:00:00,0.98,95.2
15.10.2015 00:10:00,0.94,95.4
15.10.2015 00:20:00,0.97,95.5
15.10.2015 00:30:00,0.97,95.5
15.10.2015 00:40:00,0.97,95.6
15.10.2015 00:50:00,1.07,95.8
15.10.2015 01:00:00,1.09,95.5
15.10.2015 01:10:00,1.03,95.5
15.10.2015 01:20:00,0.99,95.7
15.10.2015 01:30:00,0.96,95.8
15.10.2015 01:40:00,0.98,96.1
15.10.2015 01:50:00,1.02,96.3
15.10.2015 02:00:00,1.11,96.3
15.10.2015 02:10:00,1.14,96.4
15.10.2015 02:20:00,1.08,96.3
15.10.2015 02:30:00,1.03,96.4
15.10.2015 02:40:00,1.1,96.7
15.10.2015 02:50:00,1.07,96.7
15.10.2015 03:00:00,1.06,96.9
15.10.2015 03:10:00,1.11,97
15.10.2015 03:20:00,1,97
15.10.2015 03:30:00,0.96,97
15.10.2015 03:40:00,1.01,97.2
15.10.2015 03:50:00,1.13,97.3
15.10.2015 04:00:00,1.1,97
15.10.2015 04:10:00,1.07,96.9
15.10.2015 04:20:00,1.16,97
15.10.2015 04:30:00,1.25,96.8
15.10.2015 04:40:00,1.2,96.5
15.10.2015 04:50:00,1.16,96.3
15.10.2015 05:00:00,1.16,96.3
15.10.2015 05:10:00,1.21,96.1
15.10.2015 05:20:00,1.24,96
15.10.2015 05:30:00,1.26,95.9
15.10.2015 05:40:00,1.28,95.8
15.10.2015 05:50:00,1.33,95.6
15.10.2015 06:00:00,1.33,95.4
15.10.2015 06:10:00,1.38,95.4
15.10.2015 06:20:00,1.52,95.4
15.10.2015 06:30:00,1.49,95.1
15.10.2015 06:40:00,1.51,95.2
15.10.2015 06:50:00,1.54,95.1
15.10.2015 07:00:00,1.68,95.3
15.10.2015 07:10:00,1.9,95.2
15.10.2015 07:20:00,1.92,94.9
15.10.2015 07:30:00,1.97,94.8
15.10.2015 07:40:00,2.03,95.2
15.10.2015 07:50:00,2.05,95.2
15.10.2015 08:00:00,2.04,95.2
15.10.2015 08:10:00,2.09,95.4
15.10.2015 08:20:00,2.15,95.5
15.10.2015 08:30:00,2.29,95.6
15.10.2015 08:40:00,2.49,95.7
15.10.2015 08:50:00,2.78,95.9
15.10.2015 09:00:00,2.8,95.3
15.10.2015 09:10:00,2.91,95.8
15.10.2015 09:20:00,2.97,95.5
15.10.2015 09:30:00,3.1,96
15.10.2015 09:40:00,3.24,96
15.10.2015 09:50:00,3.55,96.2
15.10.2015 10:00:00,3.35,95.3
15.10.2015 10:10:00,3.38,95.7
15.10.2015 10:20:00,3.61,95.9
15.10.2015 10:30:00,3.65,95.8
15.10.2015 10:40:00,3.84,96.5
15.10.2015 10:50:00,3.82,96.1
15.10.2015 11:00:00,3.88,96.5
15.10.2015 11:10:00,4.08,96.6
15.10.2015 11:20:00,4.13,96.5
15.10.2015 11:30:00,3.96,96.7
15.10.2015 11:40:00,4.02,97
15.10.2015 11:50:00,4.02,97
15.10.2015 12:00:00,4.27,97.6
15.10.2015 12:10:00,4.55,97.6
15.10.2015 12:20:00,4.89,97.7
15.10.2015 12:30:00,4.93,97.2
15.10.2015 12:40:00,4.91,97.1
15.10.2015 12:50:00,5.04,97.2
15.10.2015 13:00:00,4.86,96.7
15.10.2015 13:10:00,4.89,97.1
15.10.2015 13:20:00,5.13,97.5
15.10.2015 13:30:00,5.18,97.1
15.10.2015 13:40:00,5.25,97.3
15.10.2015 13:50:00,5.36,97.3
15.10.2015 14:00:00,5.49,97.2
15.10.2015 14:10:00,5.55,97
15.10.2015 14:20:00,5.53,96.9
15.10.2015 14:30:00,5.54,96.9
15.10.2015 14:40:00,5.6,96.9
15.10.2015 14:50:00,5.62,96.8
15.10.2015 15:00:00,5.48,96.7
15.10.2015 15:10:00,5.47,97
15.10.2015 15:20:00,5.52,97.1
15.10.2015 15:30:00,5.47,97.2
15.10.2015 15:40:00,5.46,97.3
15.10.2015 15:50:00,5.48,97.5
15.10.2015 16:00:00,5.63,97.7
15.10.2015 16:10:00,5.72,97.7
15.10.2015 16:20:00,5.66,97.6
15.10.2015 16:30:00,5.63,97.7
15.10.2015 16:40:00,5.76,97.9
15.10.2015 16:50:00,5.81,97.9
15.10.2015 17:00:00,5.73,97.8
15.10.2015 17:10:00,5.67,97.8
15.10.2015 17:20:00,5.7,98
15.10.2015 17:30:00,5.69,97.9
15.10.2015 17:40:00,5.55,97.9
15.10.2015 17:50:00,5.47,98
15.10.2015 18:00:00,5.44,98
15.10.2015 18:10:00,5.6,98.3
15.10.2015 18:20:00,5.69,98.3
15.10.2015 18:30:00,5.76,98.3
15.10.2015 18:40:00,5.58,97.9
15.10.2015 18:50:00,5.69,98.3
15.10.2015 19:00:00,5.36,97.7
15.10.2015 19:10:00,5.15,98
15.10.2015 19:20:00,5.08,98.1
15.10.2015 19:30:00,5.11,98.2
15.10.2015 19:40:00,5.16,98.3
15.10.2015 19:50:00,5.16,98.2
15.10.2015 20:00:00,5.05,98.1
15.10.2015 20:10:00,5.05,98.3
15.10.2015 20:20:00,5.15,98.4
15.10.2015 20:30:00,5.17,98.4
15.10.2015 20:40:00,4.98,98.2
15.10.2015 20:50:00,4.91,98.3
15.10.2015 21:00:00,4.93,98.4
15.10.2015 21:10:00,4.94,98.4
15.10.2015 21:20:00,4.86,98.4
15.10.2015 21:30:00,4.85,98.5
15.10.2015 21:40:00,4.9,98.6
15.10.2015 21:50:00,4.91,98.5
15.10.2015 22:00:00,4.87,98.5
15.10.2015 22:10:00,4.88,98.6
15.10.2015 22:20:00,4.96,98.7
15.10.2015 22:30:00,4.96,98.6
15.10.2015 22:40:00,5.08,98.8
15.10.2015 22:50:00,5.12,98.7
15.10.2015 23:00:00,5.06,98.6
15.10.2015 23:10:00,5.06,98.7
15.10.2015 23:20:00,5.15,98.8
15.10.2015 23:30:00,5.24,98.8
15.10.2015 23:40:00,5.25,98.7
15.10.2015 23:50:00,5.15,98.6
16.10.2015 00:00:00,5.27,98.9
16.10.2015 00:10:00,5.4,98.9
16.10.2015 00:20:00,5.51,98.9
16.10.2015 00:30:00,5.5,98.8
16.10.2015 00:40:00,5.54,98.8
16.10.2015 00:50:00,5.52,98.8
16.10.2015 01:00:00,5.47,98.7
16.10.2015 01:10:00,5.56,98.8
16.10.2015 01:20:00,5.58,98.7
16.10.2015 01:30:00,5.55,98.7
16.10.2015 01:40:00,5.53,98.7
16.10.2015 01:50:00,5.51,98.7
16.10.2015 02:00:00,5.46,98.7
16.10.2015 02:10:00,5.49,98.8
16.10.2015 02:20:00,5.49,98.8
16.10.2015 02:30:00,5.52,98.8
16.10.2015 02:40:00,5.48,98.8
16.10.2015 02:50:00,5.52,98.8
16.10.2015 03:00:00,5.59,98.9
16.10.2015 03:10:00,5.51,98.7
16.10.2015 03:20:00,5.51,98.8
16.10.2015 03:30:00,5.56,98.8
16.10.2015 03:40:00,5.59,98.8
16.10.2015 03:50:00,5.47,98.7
16.10.2015 04:00:00,5.53,98.8
16.10.2015 04:10:00,5.53,98.8
16.10.2015 04:20:00,5.51,98.8
16.10.2015 04:30:00,5.53,98.8
16.10.2015 04:40:00,5.53,98.8
16.10.2015 04:50:00,5.52,98.8
16.10.2015 05:00:00,5.48,98.8
16.10.2015 05:10:00,5.51,98.8
16.10.2015 05:20:00,5.56,98.8
16.10.2015 05:30:00,5.56,98.6
16.10.2015 05:40:00,5.53,98.6
16.10.2015 05:50:00,5.49,98.5
16.10.2015 06:00:00,5.46,98.4
16.10.2015 06:10:00,5.49,98.4
16.10.2015 06:20:00,5.49,98.3
16.10.2015 06:30:00,5.48,98.2
16.10.2015 06:40:00,5.53,98.2
16.10.2015 06:50:00,5.57,98.1
16.10.2015 07:00:00,5.53,97.9
16.10.2015 07:10:00,5.53,97.9
16.10.2015 07:20:00,5.53,97.9
16.10.2015 07:30:00,5.56,97.8
16.10.2015 07:40:00,5.63,97.7
16.10.2015 07:50:00,5.76,97.6
16.10.2015 08:00:00,5.69,97.3
16.10.2015 08:10:00,5.75,97.4
16.10.2015 08:20:00,5.74,97.1
16.10.2015 08:30:00,5.73,97
16.10.2015 08:40:00,5.95,97.3
16.10.2015 08:50:00,6.09,96.7
16.10.2015 09:00:00,5.91,96
16.10.2015 09:10:00,5.82,96.2
16.10.2015 09:20:00,5.84,96.3
16.10.2015 09:30:00,5.93,96.4
16.10.2015 09:40:00,6.04,96.3
16.10.2015 09:50:00,6.09,96.1
16.10.2015 10:00:00,6.11,95.7
16.10.2015 10:10:00,6.12,95.3
16.10.2015 10:20:00,6.17,95
16.10.2015 10:30:00,6.29,94.7
16.10.2015 10:40:00,6.33,94.1
16.10.2015 10:50:00,6.27,94
16.10.2015 11:00:00,6.14,94.4
16.10.2015 11:10:00,6.18,95.1
16.10.2015 11:20:00,6.32,95.2
16.10.2015 11:30:00,6.28,94.6
16.10.2015 11:40:00,6.76,94.8
16.10.2015 11:50:00,6.86,93.6
16.10.2015 12:00:00,6.64,94.3
16.10.2015 12:10:00,6.6,95
16.10.2015 12:20:00,6.6,95.2
16.10.2015 12:30:00,6.5,95.6
16.10.2015 12:40:00,6.61,96
16.10.2015 12:50:00,6.55,95.6
16.10.2015 13:00:00,6.54,96.3
16.10.2015 13:10:00,6.54,96.4
16.10.2015 13:20:00,6.55,96.6
16.10.2015 13:30:00,6.63,96.6
16.10.2015 13:40:00,6.77,96.2
16.10.2015 13:50:00,6.86,95.6
16.10.2015 14:00:00,6.92,95.1
16.10.2015 14:10:00,6.87,94.4
16.10.2015 14:20:00,6.83,94
16.10.2015 14:30:00,6.84,93.7
16.10.2015 14:40:00,7.09,93.4
16.10.2015 14:50:00,7,93.2
16.10.2015 15:00:00,6.95,93.4
16.10.2015 15:10:00,6.87,93.7
16.10.2015 15:20:00,6.82,94
16.10.2015 15:30:00,6.82,94.1
16.10.2015 15:40:00,6.86,93.9
16.10.2015 15:50:00,6.8,93.7
16.10.2015 16:00:00,6.81,93.5
16.10.2015 16:10:00,6.84,93.5
16.10.2015 16:20:00,6.79,93.8
16.10.2015 16:30:00,6.79,94
16.10.2015 16:40:00,6.8,94.2
16.10.2015 16:50:00,6.69,94.5
16.10.2015 17:00:00,6.7,95.2
16.10.2015 17:10:00,6.68,95.3
16.10.2015 17:20:00,6.61,95.7
16.10.2015 17:30:00,6.56,96
16.10.2015 17:40:00,6.51,96.4
16.10.2015 17:50:00,6.53,96.7
16.10.2015 18:00:00,6.49,96.7
16.10.2015 18:10:00,6.61,96.9
16.10.2015 18:20:00,6.5,96.7
16.10.2015 18:30:00,6.46,97.1
16.10.2015 18:40:00,6.43,97.2
16.10.2015 18:50:00,6.39,97.3
16.10.2015 19:00:00,6.39,97.4
16.10.2015 19:10:00,6.33,97.5
16.10.2015 19:20:00,6.33,97.5
16.10.2015 19:30:00,6.33,97.4
16.10.2015 19:40:00,6.38,97.2
16.10.2015 19:50:00,6.39,96.7
16.10.2015 20:00:00,6.4,96.3
16.10.2015 20:10:00,6.38,96.1
16.10.2015 20:20:00,6.33,95.8
16.10.2015 20:30:00,6.36,95.4
16.10.2015 20:40:00,6.39,95.1
16.10.2015 20:50:00,6.35,95
16.10.2015 21:00:00,6.39,94.8
16.10.2015 21:10:00,6.39,94.5
16.10.2015 21:20:00,6.39,94.5
16.10.2015 21:30:00,6.39,94.5
16.10.2015 21:40:00,6.41,94.4
16.10.2015 21:50:00,6.4,94.5
16.10.2015 22:00:00,6.39,94.8
16.10.2015 22:10:00,6.4,95
16.10.2015 22:20:00,6.4,95.1
16.10.2015 22:30:00,6.39,95.4
16.10.2015 22:40:00,6.39,95.7
16.10.2015 22:50:00,6.44,95.8
16.10.2015 23:00:00,6.45,95.7
16.10.2015 23:10:00,6.4,95.8
16.10.2015 23:20:00,6.4,96
16.10.2015 23:30:00,6.45,96.2
16.10.2015 23:40:00,6.39,96.3
16.10.2015 23:50:00,6.48,96.6
17.10.2015 00:00:00,6.47,96.4
17.10.2015 00:10:00,6.39,96.4
17.10.2015 00:20:00,6.39,96.4
17.10.2015 00:30:00,6.33,96.3
17.10.2015 00:40:00,6.33,96.4
17.10.2015 00:50:00,6.36,96.4
17.10.2015 01:00:00,6.39,96
17.10.2015 01:10:00,6.38,95.5
17.10.2015 01:20:00,6.34,95.3
17.10.2015 01:30:00,6.33,95.2
17.10.2015 01:40:00,6.43,95.5
17.10.2015 01:50:00,6.4,95
17.10.2015 02:00:00,6.36,95.2
17.10.2015 02:10:00,6.33,95.3
17.10.2015 02:20:00,6.37,95.4
17.10.2015 02:30:00,6.38,95.4
17.10.2015 02:40:00,6.27,95.3
17.10.2015 02:50:00,6.16,95.8
17.10.2015 03:00:00,6.08,96.2
17.10.2015 03:10:00,6.03,96.4
17.10.2015 03:20:00,5.99,96.4
17.10.2015 03:30:00,6.04,96.4
17.10.2015 03:40:00,6.12,96.6
17.10.2015 03:50:00,6.06,96.6
17.10.2015 04:00:00,5.95,96.7
17.10.2015 04:10:00,5.87,97
17.10.2015 04:20:00,5.86,97.2
17.10.2015 04:30:00,5.85,97.3
17.10.2015 04:40:00,5.85,97.3
17.10.2015 04:50:00,5.82,97.2
17.10.2015 05:00:00,5.86,97.2
17.10.2015 05:10:00,5.88,97.1
17.10.2015 05:20:00,5.85,96.9
17.10.2015 05:30:00,5.88,97
17.10.2015 05:40:00,6,97
17.10.2015 05:50:00,5.86,96.5
